Number,Question,Answer,Country,Details,Report
81,"Does your country provide indigenous and local communities with capacity-building and financial resources to support their participation in tourism policy-making, development planning, product development and management? (decision VII/14)","Yes, some programmes are in place (please provide details below)",Solomon Islands,The government through the Tourism division involved local communities and provinces in various national workshops especially in relation to a number of policies and planning issues and the latest efforts to develop tourism development plans...,
81,"Does your country provide indigenous and local communities with capacity-building and financial resources to support their participation in tourism policy-making, development planning, product development and management? (decision VII/14)","Yes, some programmes are in place (please provide details below)",South Africa,"The Fair Trade in Tourism initiative in South Africa is gaining momentum and several community-based tourism projects have been initiated, such as at Riemvasmaak near Augrabies Falls National Park, and Matatiele near the Maloti-Drakensberg Transfrontier Park...",
81,"Does your country provide indigenous and local communities with capacity-building and financial resources to support their participation in tourism policy-making, development planning, product development and management? (decision VII/14)","Yes, some programmes are in place (please provide details below)",Thailand,Agencies list in Q79 and Q80 also offer opportunities for building capacity of indigenous and local community in sustainable tourism development...,
81,"Does your country provide indigenous and local communities with capacity-building and financial resources to support their participation in tourism policy-making, development planning, product development and management? (decision VII/14)","Yes, comprehensive programmes are in place (please provide details below)",Uganda,Communities living around key tourist attractions like national parks and aesthetic forest reserves have been sensitized and facilitated (say through provision of training and seed money) to participate in Tourism planning and management...,
81,"Does your country provide indigenous and local communities with capacity-building and financial resources to support their participation in tourism policy-making, development planning, product development and management? (decision VII/14)","Yes, some programmes are in place (please provide details below)",Vanuatu,The Vanuatu Island Bungalows Association represents small village based accommodation providers and provides a forum for hospitality training and capacity building for village based tourism interests...,
129,"On Article 18(4), has your country encouraged and developed methods of cooperation for the development and use of technologies, including indigenous and traditional technologies, in pursuance of the objectives of this Convention?",No,Argentina,,
129,"On Article 18(4), has your country encouraged and developed methods of cooperation for the development and use of technologies, including indigenous and traditional technologies, in pursuance of the objectives of this Convention?","No, but relevant methods are under development",Bhutan,,
129,"On Article 18(4), has your country encouraged and developed methods of cooperation for the development and use of technologies, including indigenous and traditional technologies, in pursuance of the objectives of this Convention?","Yes, methods are in place",Brazil,,
129,"On Article 18(4), has your country encouraged and developed methods of cooperation for the development and use of technologies, including indigenous and traditional technologies, in pursuance of the objectives of this Convention?",No,Burundi,,
129,"On Article 18(4), has your country encouraged and developed methods of cooperation for the development and use of technologies, including indigenous and traditional technologies, in pursuance of the objectives of this Convention?","No, but relevant methods are under development",Cambodia,,
129,"On Article 18(4), has your country encouraged and developed methods of cooperation for the development and use of technologies, including indigenous and traditional technologies, in pursuance of the objectives of this Convention?","Yes, methods are in place",Cameroon,,
129,"On Article 18(4), has your country encouraged and developed methods of cooperation for the development and use of technologies, including indigenous and traditional technologies, in pursuance of the objectives of this Convention?","No, but relevant methods are under development",Central African Republic,,
129,"On Article 18(4), has your country encouraged and developed methods of cooperation for the development and use of technologies, including indigenous and traditional technologies, in pursuance of the objectives of this Convention?","Yes, methods are in place",Chile,,
129,"On Article 18(4), has your country encouraged and developed methods of cooperation for the development and use of technologies, including indigenous and traditional technologies, in pursuance of the objectives of this Convention?","Yes, methods are in place",Colombia,,
129,"On Article 18(4), has your country encouraged and developed methods of cooperation for the development and use of technologies, including indigenous and traditional technologies, in pursuance of the objectives of this Convention?","Yes, methods are in place",Costa Rica,,
129,"On Article 18(4), has your country encouraged and developed methods of cooperation for the development and use of technologies, including indigenous and traditional technologies, in pursuance of the objectives of this Convention?",No,DR Congo,,
129,"On Article 18(4), has your country encouraged and developed methods of cooperation for the development and use of technologies, including indigenous and traditional technologies, in pursuance of the objectives of this Convention?",No,Djibouti,,
129,"On Article 18(4), has your country encouraged and developed methods of cooperation for the development and use of technologies, including indigenous and traditional technologies, in pursuance of the objectives of this Convention?",No,El Salvador,,
129,"On Article 18(4), has your country encouraged and developed methods of cooperation for the development and use of technologies, including indigenous and traditional technologies, in pursuance of the objectives of this Convention?","Yes, methods are in place",Ethiopia,,
129,"On Article 18(4), has your country encouraged and developed methods of cooperation for the development and use of technologies, including indigenous and traditional technologies, in pursuance of the objectives of this Convention?",No,Guatemala,,
129,"On Article 18(4), has your country encouraged and developed methods of cooperation for the development and use of technologies, including indigenous and traditional technologies, in pursuance of the objectives of this Convention?","No, but relevant methods are under development",Honduras,,
129,"On Article 18(4), has your country encouraged and developed methods of cooperation for the development and use of technologies, including indigenous and traditional technologies, in pursuance of the objectives of this Convention?","Yes, methods are in place",India,,
129,"On Article 18(4), has your country encouraged and developed methods of cooperation for the development and use of technologies, including indigenous and traditional technologies, in pursuance of the objectives of this Convention?","Yes, methods are in place",Indonesia,,
129,"On Article 18(4), has your country encouraged and developed methods of cooperation for the development and use of technologies, including indigenous and traditional technologies, in pursuance of the objectives of this Convention?","No, but relevant methods are under development",Kenya,,
129,"On Article 18(4), has your country encouraged and developed methods of cooperation for the development and use of technologies, including indigenous and traditional technologies, in pursuance of the objectives of this Convention?",No,Mexico,,
129,"On Article 18(4), has your country encouraged and developed methods of cooperation for the development and use of technologies, including indigenous and traditional technologies, in pursuance of the objectives of this Convention?",No,Mozambique,,
129,"On Article 18(4), has your country encouraged and developed methods of cooperation for the development and use of technologies, including indigenous and traditional technologies, in pursuance of the objectives of this Convention?",No,Nepal,,
129,"On Article 18(4), has your country encouraged and developed methods of cooperation for the development and use of technologies, including indigenous and traditional technologies, in pursuance of the objectives of this Convention?",No,Niue,,
129,"On Article 18(4), has your country encouraged and developed methods of cooperation for the development and use of technologies, including indigenous and traditional technologies, in pursuance of the objectives of this Convention?",No,Pakistan,,
129,"On Article 18(4), has your country encouraged and developed methods of cooperation for the development and use of technologies, including indigenous and traditional technologies, in pursuance of the objectives of this Convention?","Yes, methods are in place",Panama,,
129,"On Article 18(4), has your country encouraged and developed methods of cooperation for the development and use of technologies, including indigenous and traditional technologies, in pursuance of the objectives of this Convention?","Yes, methods are in place",Philippines,,
129,"On Article 18(4), has your country encouraged and developed methods of cooperation for the development and use of technologies, including indigenous and traditional technologies, in pursuance of the objectives of this Convention?",No,Rwanda,,
129,"On Article 18(4), has your country encouraged and developed methods of cooperation for the development and use of technologies, including indigenous and traditional technologies, in pursuance of the objectives of this Convention?",No,Samoa,,
129,"On Article 18(4), has your country encouraged and developed methods of cooperation for the development and use of technologies, including indigenous and traditional technologies, in pursuance of the objectives of this Convention?","Yes, methods are in place",Solomon Islands,,
129,"On Article 18(4), has your country encouraged and developed methods of cooperation for the development and use of technologies, including indigenous and traditional technologies, in pursuance of the objectives of this Convention?","No, but relevant methods are under development",South Africa,,
129,"On Article 18(4), has your country encouraged and developed methods of cooperation for the development and use of technologies, including indigenous and traditional technologies, in pursuance of the objectives of this Convention?","Yes, methods are in place",Thailand,,
129,"On Article 18(4), has your country encouraged and developed methods of cooperation for the development and use of technologies, including indigenous and traditional technologies, in pursuance of the objectives of this Convention?","Yes, methods are in place",Uganda,,
129,"On Article 18(4), has your country encouraged and developed methods of cooperation for the development and use of technologies, including indigenous and traditional technologies, in pursuance of the objectives of this Convention?","Yes, methods are in place",Vanuatu,,
165,"Has your country carried out an assessment of the knowledge, innovations and practices of farmers and indigenous and local communities in sustaining agricultural biodiversity and agro-ecosystem services for food production and food security?","Yes, assessment is under way",Argentina,Se est n haciendo evaluaciones parciales dentro de programas MAB-UNESCO y por proyectos puntuales en distintas regiones del pa¡s...,
165,"Has your country carried out an assessment of the knowledge, innovations and practices of farmers and indigenous and local communities in sustaining agricultural biodiversity and agro-ecosystem services for food production and food security?","Yes, assessment is under way",Bhutan,,
165,"Has your country carried out an assessment of the knowledge, innovations and practices of farmers and indigenous and local communities in sustaining agricultural biodiversity and agro-ecosystem services for food production and food security?","Yes, assessment is under way",Brazil,Agro-biodiversity Management Dissemination Centers. See comments in question 161.ÿ,
165,"Has your country carried out an assessment of the knowledge, innovations and practices of farmers and indigenous and local communities in sustaining agricultural biodiversity and agro-ecosystem services for food production and food security?",No,Burundi,,
165,"Has your country carried out an assessment of the knowledge, innovations and practices of farmers and indigenous and local communities in sustaining agricultural biodiversity and agro-ecosystem services for food production and food security?","Yes, assessment is under way",Cambodia,,
165,"Has your country carried out an assessment of the knowledge, innovations and practices of farmers and indigenous and local communities in sustaining agricultural biodiversity and agro-ecosystem services for food production and food security?","Yes, assessment is under way",Cameroon,"- A la demande de la FAO, un inventaire de technologies animales traditionnelles a ‚t‚ effectu‚ dans la Province de l?Adamaoua;ÿ",
165,"Has your country carried out an assessment of the knowledge, innovations and practices of farmers and indigenous and local communities in sustaining agricultural biodiversity and agro-ecosystem services for food production and food security?","Yes, assessment is under way",Central African Republic,"Evaluation des connaissances, innovations et pratiques des agriculteurs ÿ",
165,"Has your country carried out an assessment of the knowledge, innovations and practices of farmers and indigenous and local communities in sustaining agricultural biodiversity and agro-ecosystem services for food production and food security?","Yes, assessment completed (please specify where information can be retrieved below)",Central African Republic,"Evaluation des connaissances, innovations et pratiques des agriculteurs ÿ",
165,"Has your country carried out an assessment of the knowledge, innovations and practices of farmers and indigenous and local communities in sustaining agricultural biodiversity and agro-ecosystem services for food production and food security?",No,Chile,,
165,"Has your country carried out an assessment of the knowledge, innovations and practices of farmers and indigenous and local communities in sustaining agricultural biodiversity and agro-ecosystem services for food production and food security?","Yes, assessment is under way",Colombia,Dentro de los programas de uso y valoraci¢n de los saberes emprendidos por los institutos de investigaci¢n se lleg¢ a resultados tales como la creaci¢n de bases de datos sobre usos de la biodiversidad por parte del Instituto Humboldt...,
165,"Has your country carried out an assessment of the knowledge, innovations and practices of farmers and indigenous and local communities in sustaining agricultural biodiversity and agro-ecosystem services for food production and food security?","Yes, assessment is under way",Costa Rica,"Existen documentos que describen los conocimientos y pr cticas de los agricultores y comunidades ind¡genas y locales (Ejemplo Borge, C y R...",
165,"Has your country carried out an assessment of the knowledge, innovations and practices of farmers and indigenous and local communities in sustaining agricultural biodiversity and agro-ecosystem services for food production and food security?",No,DR Congo,,
165,"Has your country carried out an assessment of the knowledge, innovations and practices of farmers and indigenous and local communities in sustaining agricultural biodiversity and agro-ecosystem services for food production and food security?",No,Djibouti,,
165,"Has your country carried out an assessment of the knowledge, innovations and practices of farmers and indigenous and local communities in sustaining agricultural biodiversity and agro-ecosystem services for food production and food security?",No,El Salvador,,
165,"Has your country carried out an assessment of the knowledge, innovations and practices of farmers and indigenous and local communities in sustaining agricultural biodiversity and agro-ecosystem services for food production and food security?","Yes, assessment is under way",Ethiopia,"Ethnobiological studies are helpful in understanding the traditional farming systems, especially when conducted in collaboration with farmer conservators...",
165,"Has your country carried out an assessment of the knowledge, innovations and practices of farmers and indigenous and local communities in sustaining agricultural biodiversity and agro-ecosystem services for food production and food security?","Yes, assessment is under way",Guatemala,,
165,"Has your country carried out an assessment of the knowledge, innovations and practices of farmers and indigenous and local communities in sustaining agricultural biodiversity and agro-ecosystem services for food production and food security?","Yes, assessment is under way",Honduras,"No se ha realizado un esfuerzo de evaluaci¢n de alcance nacional, sin embargo, como ha sido mencionado anteriormente, se desarrollan procesos de investigaci¢n, evaluaci¢n y rescate de conocimientos y practicas agr¡colas, en torno a temas agricultura sostenible, agricultura org nica, abonos org nicos, agroforester¡a, agroecol¢gica, entre las que pueden mencionarse Extractos de Neem para combatir plagas de ma¡z fr¡jol y pepino; sustratos org nicos para producir Lombrihumus, beauveria bassiana como control de gusano cogollero en ma¡z desarrollados en el CURLA; pr cticas de cero quema (sistema Quetzungual, desarrollado por la FAO en Lempira Sur); conservaci¢n y manejo de suelos, cultivos de cobertura; semillas artesanales; variedades de cultivos, entre otros...",
165,"Has your country carried out an assessment of the knowledge, innovations and practices of farmers and indigenous and local communities in sustaining agricultural biodiversity and agro-ecosystem services for food production and food security?","Yes, assessment is under way",India,"A mission mode project on collection, documentation and validation of Indigenous Technical Knowledge (ITK) was initiated in 2000...",
165,"Has your country carried out an assessment of the knowledge, innovations and practices of farmers and indigenous and local communities in sustaining agricultural biodiversity and agro-ecosystem services for food production and food security?",No,Indonesia,,
165,"Has your country carried out an assessment of the knowledge, innovations and practices of farmers and indigenous and local communities in sustaining agricultural biodiversity and agro-ecosystem services for food production and food security?","Yes, assessment is under way",Kenya,"Under the ongoing Internal Assessment on Agriculture; A database on knowledge base on agricultural knowledge, innovations and practices of farmers is under development by KARI/ Kenya Agricultural Productivity Programme (KAPP)...",
165,"Has your country carried out an assessment of the knowledge, innovations and practices of farmers and indigenous and local communities in sustaining agricultural biodiversity and agro-ecosystem services for food production and food security?","Yes, assessment is under way",Mexico,"Algunos de los estudios mencionados en el punto anterior al evaluar las pr cticas agr¡colas, tambi‚n recogen la aportaci¢n del conocimiento ind¡gena y de la agricultura campesina ÿ",
165,"Has your country carried out an assessment of the knowledge, innovations and practices of farmers and indigenous and local communities in sustaining agricultural biodiversity and agro-ecosystem services for food production and food security?",No,Mozambique,,
165,"Has your country carried out an assessment of the knowledge, innovations and practices of farmers and indigenous and local communities in sustaining agricultural biodiversity and agro-ecosystem services for food production and food security?","Yes, assessment is under way",Nepal,"Documentation of traditional knowledge, skills and practices have been recently initiated in agriculture sector and it would help to promote the usage of such knowledge and skills, and replicate practices for enhancing agriculture production and ensuring food security...",
165,"Has your country carried out an assessment of the knowledge, innovations and practices of farmers and indigenous and local communities in sustaining agricultural biodiversity and agro-ecosystem services for food production and food security?",No,Niue,,
165,"Has your country carried out an assessment of the knowledge, innovations and practices of farmers and indigenous and local communities in sustaining agricultural biodiversity and agro-ecosystem services for food production and food security?","Yes, assessment is under way",Pakistan,"Assessments have been made to some extent under Mountain Area Conservancy Project, (MACP), and Environmental Rehabilitation in NWFP and Punjab (ENRPS)...",
165,"Has your country carried out an assessment of the knowledge, innovations and practices of farmers and indigenous and local communities in sustaining agricultural biodiversity and agro-ecosystem services for food production and food security?","Yes, assessment is under way",Panama,-Se recomienda investigaci¢n de los recursos utilizados por estas poblaciones y que no son frecuentes en otras poblaciones;- Fomentar el uso de estos productos como medida para combatir la pobreza.,
165,"Has your country carried out an assessment of the knowledge, innovations and practices of farmers and indigenous and local communities in sustaining agricultural biodiversity and agro-ecosystem services for food production and food security?","Yes, assessment is under way",Philippines,"To a limited extent, an assessment of knowledge, innovations and practices of farmers and indigenous and local communities in sustaining agricultural biodiversity and agroecosystem services for food and food security has been done through the efforts of the Bureau of Agricultural Research in cooperation with the Protected Areas and Wildlife Bureau...",
165,"Has your country carried out an assessment of the knowledge, innovations and practices of farmers and indigenous and local communities in sustaining agricultural biodiversity and agro-ecosystem services for food production and food security?",No,Rwanda,"Jusqu?ici, il n? y a pas d?‚valuation sur les connaissances, innovations et pratiques des agriculteurs en matiŠre de pr‚servation de la biodiversit‚ agricole.",
165,"Has your country carried out an assessment of the knowledge, innovations and practices of farmers and indigenous and local communities in sustaining agricultural biodiversity and agro-ecosystem services for food production and food security?","Yes, assessment is under way",Samoa,Crops Division is working closely with farmers in protecting traditional crop varieties and developing farming practices that use traditional methods.,
165,"Has your country carried out an assessment of the knowledge, innovations and practices of farmers and indigenous and local communities in sustaining agricultural biodiversity and agro-ecosystem services for food production and food security?","Yes, assessment completed (please specify where information can be retrieved below)",Solomon Islands,An agronomic farming system survey was conducted by the Ministry of Agriculture and Livestock (MAL) in the past on the traditional farming systems practiced by indigenous and local communities in Solomon Islands...,
165,"Has your country carried out an assessment of the knowledge, innovations and practices of farmers and indigenous and local communities in sustaining agricultural biodiversity and agro-ecosystem services for food production and food security?",No,South Africa,"Some research is carried as on an ad hoc basis by universities and other research agencies, but no coordinated national assessment is underway, although Department of Agriculture is considering an assessment...",
165,"Has your country carried out an assessment of the knowledge, innovations and practices of farmers and indigenous and local communities in sustaining agricultural biodiversity and agro-ecosystem services for food production and food security?","Yes, assessment is under way",Thailand,"Many of the practices have been assessed, e.g. rotation cultivations of Karen tribe.",
165,"Has your country carried out an assessment of the knowledge, innovations and practices of farmers and indigenous and local communities in sustaining agricultural biodiversity and agro-ecosystem services for food production and food security?","Yes, assessment completed (please specify where information can be retrieved below)",Uganda,"In the studies mentioned in 164 above, part of the farming systems study was focusing on local farmers innovations and practices and their contribution to farm productivity and diversity...",
165,"Has your country carried out an assessment of the knowledge, innovations and practices of farmers and indigenous and local communities in sustaining agricultural biodiversity and agro-ecosystem services for food production and food security?","Yes, assessment is under way",Vanuatu,"Collaborative work involving the Vanuatu Quarantine and Inspection Services, the Vanuatu Agricultural Research and Training Center, and the Department of Agriculture and Rural Development with financial and technical assistance from FAO and Secretariat of the Pacific Community has documented some of the traditional knowledge, practices and innovations that indigenous farmers have used to sustain their agricultural productivity...",
168,"Has your country increased the capacities of farmers, indigenous and local communities, and their organizations and other stakeholders, to manage sustainable agricultural biodiversity and to develop strategies and methodologies for In-situ conservation, sustainable use and management of agricultural biological diversity?",No,Argentina,"No hay mediciones para conocer si se han aumentado las capacidades, sin embargo, hay una tendencia positiva en esfuerzos de capacitaci¢n vinculados a la importancia de usar los recursos de la biodiversidad en forma sostenible...",
168,"Has your country increased the capacities of farmers, indigenous and local communities, and their organizations and other stakeholders, to manage sustainable agricultural biodiversity and to develop strategies and methodologies for In-situ conservation, sustainable use and management of agricultural biological diversity?",Yes (please specify area/component and target groups with increased capacity),Bhutan,,
168,"Has your country increased the capacities of farmers, indigenous and local communities, and their organizations and other stakeholders, to manage sustainable agricultural biodiversity and to develop strategies and methodologies for In-situ conservation, sustainable use and management of agricultural biological diversity?",Yes (please specify area/component and target groups with increased capacity),Brazil,"Several initiatives are being implemented aiming at training, building capacity and exchanging experiences (technical knowledge vs...",
168,"Has your country increased the capacities of farmers, indigenous and local communities, and their organizations and other stakeholders, to manage sustainable agricultural biodiversity and to develop strategies and methodologies for In-situ conservation, sustainable use and management of agricultural biological diversity?",No,Burundi,,
168,"Has your country increased the capacities of farmers, indigenous and local communities, and their organizations and other stakeholders, to manage sustainable agricultural biodiversity and to develop strategies and methodologies for In-situ conservation, sustainable use and management of agricultural biological diversity?",Yes (please specify area/component and target groups with increased capacity),Cambodia,"Through Agricultural Production and Improvement Programme (APIP), extensive training has been provided including on seed production for seed farms staff and for seed growers; field trial and demonstration on pest control measures including pesticide safe use for farmers and for technical staff; IPM farmers trainers and district trainers; conduct farmer field schools; training course for; training for staff of the Provincial Department of Agriculture on preparation of training materials and methodology; and technical backstop visit to provincial IPM programmes...",
168,"Has your country increased the capacities of farmers, indigenous and local communities, and their organizations and other stakeholders, to manage sustainable agricultural biodiversity and to develop strategies and methodologies for In-situ conservation, sustainable use and management of agricultural biological diversity?",Yes (please specify area/component and target groups with increased capacity),Cameroon,"Un programme de vulgarisation et de sensibilisation est ex‚cut‚ dans le cadre du PNVRA, les paysans;ÿ",
168,"Has your country increased the capacities of farmers, indigenous and local communities, and their organizations and other stakeholders, to manage sustainable agricultural biodiversity and to develop strategies and methodologies for In-situ conservation, sustainable use and management of agricultural biological diversity?",No,Central African Republic,La politique agricole cibl‚e sur la d‚centralisation n'est pas effective.,
168,"Has your country increased the capacities of farmers, indigenous and local communities, and their organizations and other stakeholders, to manage sustainable agricultural biodiversity and to develop strategies and methodologies for In-situ conservation, sustainable use and management of agricultural biological diversity?",No,Chile,"Falta por avanzar en esa materia, siendo la CONADI (Corporaci¢n Nacional de Desarrollo Ind¡gena), la principal impulsora de mantener en las comunidades ind¡genas practicas tradicionales en materia de cultivos con genoma propio...",
168,"Has your country increased the capacities of farmers, indigenous and local communities, and their organizations and other stakeholders, to manage sustainable agricultural biodiversity and to develop strategies and methodologies for In-situ conservation, sustainable use and management of agricultural biological diversity?",Yes (please specify area/component and target groups with increased capacity),Colombia,"Las organizaciones de base, con el apoyo de organizaciones no gubernamentales, han realizado programas y proyectos que tienen en cuenta el rescate de pr cticas tradicionales que permiten hacer una utilizaci¢n sostenible de la diversidad biol¢gica agr¡cola...",
168,"Has your country increased the capacities of farmers, indigenous and local communities, and their organizations and other stakeholders, to manage sustainable agricultural biodiversity and to develop strategies and methodologies for In-situ conservation, sustainable use and management of agricultural biological diversity?",Yes (please specify area/component and target groups with increased capacity),Costa Rica,"A partir del cambio de pol¡tica del Estado hacia el fomento de la agricultura sostenible y org nica, se inici¢ el proceso de capacitaci¢n de agricultores locales...",
168,"Has your country increased the capacities of farmers, indigenous and local communities, and their organizations and other stakeholders, to manage sustainable agricultural biodiversity and to develop strategies and methodologies for In-situ conservation, sustainable use and management of agricultural biological diversity?",No,DR Congo,cr‚ation des plantes formes de concertation au plates formes de concertation au plan national et local ainsi que l?institutionnalisation des comit‚s consultatifs nationaux et provinciaux sur les forˆts consacr‚e dans le nouveau code forestier...,
168,"Has your country increased the capacities of farmers, indigenous and local communities, and their organizations and other stakeholders, to manage sustainable agricultural biodiversity and to develop strategies and methodologies for In-situ conservation, sustainable use and management of agricultural biological diversity?",No,Djibouti,,
168,"Has your country increased the capacities of farmers, indigenous and local communities, and their organizations and other stakeholders, to manage sustainable agricultural biodiversity and to develop strategies and methodologies for In-situ conservation, sustainable use and management of agricultural biological diversity?",Yes (please specify area/component and target groups with increased capacity),El Salvador,El trabajo ha sido abordado por el CENTA y algunas organizaciones de desarrollo rural o ambientalistas...,
168,"Has your country increased the capacities of farmers, indigenous and local communities, and their organizations and other stakeholders, to manage sustainable agricultural biodiversity and to develop strategies and methodologies for In-situ conservation, sustainable use and management of agricultural biological diversity?",Yes (please specify area/component and target groups with increased capacity),Ethiopia,Three thousand eight hundred eighty three farmers in twelve districts/Woredas were trained in the process of the implementation of a project entitled ?A dynamic approach to the conservation of Ethiopia?s plant genetic resources?...,
168,"Has your country increased the capacities of farmers, indigenous and local communities, and their organizations and other stakeholders, to manage sustainable agricultural biodiversity and to develop strategies and methodologies for In-situ conservation, sustainable use and management of agricultural biological diversity?",No,Guatemala,,
168,"Has your country increased the capacities of farmers, indigenous and local communities, and their organizations and other stakeholders, to manage sustainable agricultural biodiversity and to develop strategies and methodologies for In-situ conservation, sustainable use and management of agricultural biological diversity?",No,Honduras,"Aunque se ha trabajado en la l¡nea de agricultura sostenible, el eje de diversidad biol¢gica no es aun muy visible.",
168,"Has your country increased the capacities of farmers, indigenous and local communities, and their organizations and other stakeholders, to manage sustainable agricultural biodiversity and to develop strategies and methodologies for In-situ conservation, sustainable use and management of agricultural biological diversity?",Yes (please specify area/component and target groups with increased capacity),India,"The Biological Diversity Act and the Protection of Plant Varieties and Farmers Rights Act have been enacted and the provisions of increasing capacity of farmers, local communities and other stakeholders are being implemented...",
168,"Has your country increased the capacities of farmers, indigenous and local communities, and their organizations and other stakeholders, to manage sustainable agricultural biodiversity and to develop strategies and methodologies for In-situ conservation, sustainable use and management of agricultural biological diversity?",Yes (please specify area/component and target groups with increased capacity),Indonesia,"The Ministry of Agriculture and the Ministry of Forestry have continuous programs for increasing the capacities of farmers, indigenous and local communities to manage sustainable agricultural biodiversity and to develop strategies and methodologies for in-situ conservation, sustainable use and management of agricultural biological diversity through extension officers and also by training of trainers for local farmer union...",
168,"Has your country increased the capacities of farmers, indigenous and local communities, and their organizations and other stakeholders, to manage sustainable agricultural biodiversity and to develop strategies and methodologies for In-situ conservation, sustainable use and management of agricultural biological diversity?",Yes (please specify area/component and target groups with increased capacity),Kenya,"MOA, KARI and Civil Society Organizations are promoting the production, conservation and sustainable use of indigenous food crops, Seed bulking of indigenous crop...",
168,"Has your country increased the capacities of farmers, indigenous and local communities, and their organizations and other stakeholders, to manage sustainable agricultural biodiversity and to develop strategies and methodologies for In-situ conservation, sustainable use and management of agricultural biological diversity?",Yes (please specify area/component and target groups with increased capacity),Mexico,"La Comisi¢n de Desarrollo de los Pueblos Ind¡genas y PNUMA ORPALC (Red de Formaci¢n Ambiental para Am‚rica Latina y el Caribe ) promueven el manual Protegiendo lo nuestro, para la gesti¢n ambiental comunitaria, uso y conservaci¢n de la biodiversidad de los campesinos ind¡genas de Am‚rica Latina y el Caribe http//www...",
168,"Has your country increased the capacities of farmers, indigenous and local communities, and their organizations and other stakeholders, to manage sustainable agricultural biodiversity and to develop strategies and methodologies for In-situ conservation, sustainable use and management of agricultural biological diversity?",No,Mozambique,The communities are involved through the programmes on community management of natural resources that contain central and provincial unities and the local level implementation structures.,
168,"Has your country increased the capacities of farmers, indigenous and local communities, and their organizations and other stakeholders, to manage sustainable agricultural biodiversity and to develop strategies and methodologies for In-situ conservation, sustainable use and management of agricultural biological diversity?",Yes (please specify area/component and target groups with increased capacity),Nepal,"MOAC through its regional training centres, research stations and district agriculture offices organise training programmes regularly to enhance the capacities of the farmers, particularly on developing skills on farming practices...",
168,"Has your country increased the capacities of farmers, indigenous and local communities, and their organizations and other stakeholders, to manage sustainable agricultural biodiversity and to develop strategies and methodologies for In-situ conservation, sustainable use and management of agricultural biological diversity?",No,Niue,The Huvalu Conservation Area Committee in previous years was responsible for managing the activities in the area.,
168,"Has your country increased the capacities of farmers, indigenous and local communities, and their organizations and other stakeholders, to manage sustainable agricultural biodiversity and to develop strategies and methodologies for In-situ conservation, sustainable use and management of agricultural biological diversity?",Yes (please specify area/component and target groups with increased capacity),Pakistan,"The National Agricultural Research System, NGOs and national and provincial rural support programs (NRSP) are involved in capacity building of farmers? local communities and other stakeholders...",
168,"Has your country increased the capacities of farmers, indigenous and local communities, and their organizations and other stakeholders, to manage sustainable agricultural biodiversity and to develop strategies and methodologies for In-situ conservation, sustainable use and management of agricultural biological diversity?",Yes (please specify area/component and target groups with increased capacity),Panama,"Se ejecut¢ el Proyecto de Conservaci¢n de la Cuenca Hidrogr fica del Canal de Panam  (PROCAAPA), entre los a¤os 2003 y 2005, orientado al fortalecimiento de los grupos comunitarios, para lograr la sostenibilidad de las actividades de conservaci¢n del ambiente y los recursos naturales que se realizan en el sector oeste de la provincia de Panam , con influencia en la Cuenca Hidrogr fica del Canal...",
168,"Has your country increased the capacities of farmers, indigenous and local communities, and their organizations and other stakeholders, to manage sustainable agricultural biodiversity and to develop strategies and methodologies for In-situ conservation, sustainable use and management of agricultural biological diversity?",Yes (please specify area/component and target groups with increased capacity),Philippines,"The government, the academe, some research institutions, as well as some NGOs have implemented capacity-building activities over the years that are intended to make them more capable of carrying out sustainable agrobiodiversity practices...",
168,"Has your country increased the capacities of farmers, indigenous and local communities, and their organizations and other stakeholders, to manage sustainable agricultural biodiversity and to develop strategies and methodologies for In-situ conservation, sustainable use and management of agricultural biological diversity?",Yes (please specify area/component and target groups with increased capacity),Rwanda,Le pays soutient le regroupement des agriculteurs afin de pouvoir d‚gager des unit‚s d?exploitation agricole plus viables...,
168,"Has your country increased the capacities of farmers, indigenous and local communities, and their organizations and other stakeholders, to manage sustainable agricultural biodiversity and to develop strategies and methodologies for In-situ conservation, sustainable use and management of agricultural biological diversity?",Yes (please specify area/component and target groups with increased capacity),Samoa,Training programmes include issues like the proper management of pesticides.,
168,"Has your country increased the capacities of farmers, indigenous and local communities, and their organizations and other stakeholders, to manage sustainable agricultural biodiversity and to develop strategies and methodologies for In-situ conservation, sustainable use and management of agricultural biological diversity?",Yes (please specify area/component and target groups with increased capacity),Solomon Islands,"The Ministry of Agriculture and Livestock, and Kastom Garden both make capacity building as an important component of their respective work programmes...",
168,"Has your country increased the capacities of farmers, indigenous and local communities, and their organizations and other stakeholders, to manage sustainable agricultural biodiversity and to develop strategies and methodologies for In-situ conservation, sustainable use and management of agricultural biological diversity?",Yes (please specify area/component and target groups with increased capacity),South Africa,The focus of the Department of Agriculture has shifted away from focusing just on commercial agriculture towards assisting emerging farmers...,
168,"Has your country increased the capacities of farmers, indigenous and local communities, and their organizations and other stakeholders, to manage sustainable agricultural biodiversity and to develop strategies and methodologies for In-situ conservation, sustainable use and management of agricultural biological diversity?",Yes (please specify area/component and target groups with increased capacity),Thailand," in-situ production and conservation on-farm, of selected genetic variability of yam and sweet potato, cocoa, coffee, cush-cush planting material for propagation, distribution and sale...",
